,index,Term,LoanStatus,BorrowerRate,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),EmploymentStatus,BorrowerState,Occupation,IsBorrowerHomeowner,DelinquenciesLast7Years,StatedMonthlyIncome,TotalProsperLoans,LoanOriginalAmount,LoanOriginationDate,LoanNumber,LoanOriginationQuarter,Recommendations,CurrentDelinquencies,Investors
69471,93200,60,Completed,0.149,6.0,A,9.0,Debt Consolidation,Employed,IL,Attorney,False,0.0,9166.666667,0.0,9731,2011-08-29,52764,Q3 2011,0,0.0,161
69472,93201,36,Defaulted,0.35,1.0,HR,5.0,Other,Employed,VA,Food Service Management,False,0.0,2833.333333,0.0,1000,2009-12-31,40253,Q4 2009,0,0.0,8
69473,93202,36,Completed,0.1115,6.0,A,9.0,Home Improvement,Employed,TX,Sales - Retail,False,0.0,2455.916667,0.0,4600,2010-08-11,43855,Q3 2010,0,0.0,127
69477,93207,36,Completed,0.3058,2.0,E,6.0,Home Improvement,Employed,CO,Principal,False,2.0,5125.0,0.0,4000,2012-02-06,60018,Q1 2012,0,0.0,73
69478,93209,36,Completed,0.2574,3.0,D,4.0,Other,Self-employed,WA,Accountant/CPA,False,0.0,2500.0,2.0,10000,2011-10-13,54446,Q4 2011,0,0.0,79
69482,93214,36,Defaulted,0.35,1.0,HR,5.0,Other,Employed,CA,Skilled Labor,False,0.0,2083.333333,0.0,3000,2010-07-14,43427,Q3 2010,0,0.0,145
69485,93219,36,Defaulted,0.2625,3.0,D,7.0,Home Improvement,Employed,CA,Investor,False,7.0,8333.333333,0.0,3330,2010-03-23,41339,Q1 2010,0,0.0,129
69487,93222,36,Completed,0.2639,2.0,E,2.0,Home Improvement,Employed,MA,Other,True,0.0,4583.333333,0.0,4000,2013-01-02,80087,Q1 2013,0,0.0,74
69489,93224,60,Defaulted,0.2684,3.0,D,3.0,Debt Consolidation,Employed,PA,Computer Programmer,False,2.0,3813.333333,1.0,15000,2012-08-20,72264,Q3 2012,0,0.0,19
69492,93229,60,Completed,0.2151,5.0,B,8.0,Debt Consolidation,Employed,FL,Other,True,30.0,3500.0,0.0,4200,2012-01-05,58483,Q1 2012,0,0.0,76
69494,93234,60,Completed,0.2489,4.0,C,7.0,Other,Employed,RI,Other,False,0.0,3875.0,0.0,6500,2012-06-04,67297,Q2 2012,0,0.0,13
69497,93239,36,Defaulted,0.2049,4.0,C,7.0,Debt Consolidation,Employed,TX,Engineer - Electrical,True,0.0,10416.666667,0.0,15000,2012-03-30,62945,Q1 2012,0,0.0,112
69512,93256,36,Defaulted,0.2899,2.0,E,3.0,Debt Consolidation,Employed,WA,Truck Driver,False,9.0,5833.333333,1.0,6600,2011-05-23,49501,Q2 2011,0,4.0,46
69516,93261,60,Completed,0.261,3.0,D,2.0,Debt Consolidation,Self-employed,OH,Other,True,0.0,4166.666667,1.0,15000,2012-06-12,67701,Q2 2012,0,0.0,33
69520,93265,36,Completed,0.0899,7.0,AA,10.0,Other,Employed,OH,Computer Programmer,True,0.0,5416.666667,0.0,6500,2011-09-30,54099,Q3 2011,0,0.0,117
69527,93272,36,Completed,0.3435,2.0,E,5.0,Debt Consolidation,Employed,NV,Retail Management,False,0.0,1638.0,0.0,1950,2010-11-24,45561,Q4 2010,0,0.0,56
69529,93274,36,Defaulted,0.102,6.0,A,8.0,Debt Consolidation,Employed,OH,Sales - Retail,False,0.0,2083.333333,0.0,9000,2010-07-01,43242,Q3 2010,0,0.0,249
69530,93275,36,Completed,0.3199,2.0,E,4.0,Debt Consolidation,Employed,IL,Administrative Assistant,True,15.0,2395.833333,0.0,4000,2011-03-29,48151,Q1 2011,0,0.0,51
69533,93281,36,Completed,0.1899,4.0,C,4.0,Business,Self-employed,IL,Executive,True,0.0,5000.0,0.0,3000,2013-01-08,81048,Q1 2013,0,0.0,53
69534,93282,36,Defaulted,0.231,3.0,D,4.0,Business,Employed,NY,Administrative Assistant,False,0.0,4333.333333,0.0,15000,2013-09-30,103912,Q3 2013,0,0.0,1
69536,93285,36,Defaulted,0.2049,4.0,C,7.0,Debt Consolidation,Other,NJ,Other,False,0.0,1333.333333,0.0,8500,2012-04-24,64177,Q2 2012,0,0.0,116
69538,93288,36,Defaulted,0.3177,1.0,HR,2.0,Home Improvement,Employed,CA,Other,True,0.0,3583.333333,0.0,4000,2012-04-12,63434,Q2 2012,0,0.0,50
69546,93300,36,Completed,0.1299,5.0,B,8.0,Debt Consolidation,Employed,NY,Other,False,4.0,3333.333333,1.0,5800,2011-02-03,46920,Q1 2011,0,0.0,100
69548,93302,36,Completed,0.0974,6.0,A,9.0,Debt Consolidation,Employed,FL,Professional,True,0.0,12500.0,0.0,10000,2013-04-15,88342,Q2 2013,0,0.0,174
69549,93303,36,Completed,0.1499,6.0,A,9.0,Debt Consolidation,Employed,CT,Professional,True,0.0,6666.666667,0.0,2000,2009-10-28,39165,Q4 2009,0,0.0,38
69554,93310,36,Completed,0.3177,1.0,HR,1.0,Auto,Self-employed,TX,Investor,False,0.0,3833.333333,0.0,4000,2012-01-30,59727,Q1 2012,0,3.0,8
69557,93315,36,Completed,0.1254,6.0,A,9.0,Debt Consolidation,Employed,WI,Teacher,True,0.0,4666.666667,0.0,12000,2011-12-08,57161,Q4 2011,0,0.0,151
69560,93319,36,Completed,0.3177,1.0,HR,3.0,Business,Self-employed,FL,Sales - Commission,True,0.0,7500.0,0.0,4000,2012-03-14,61971,Q1 2012,0,0.0,84
69570,93332,36,Completed,0.1774,4.0,C,8.0,Other,Employed,WV,Other,False,0.0,5416.666667,0.0,8000,2012-08-09,72149,Q3 2012,0,0.0,70
69573,93336,36,Defaulted,0.2049,4.0,C,6.0,Business,Other,TX,Other,True,0.0,1889.0,0.0,15000,2012-01-20,59196,Q1 2012,0,0.0,1
69577,93348,36,Completed,0.3177,1.0,HR,4.0,Other,Employed,CA,Religious,False,0.0,1250.0,0.0,2500,2012-04-05,63165,Q2 2012,0,0.0,58
69578,93349,36,Completed,0.2799,4.0,C,9.0,Debt Consolidation,Employed,MO,Sales - Commission,False,0.0,6250.0,1.0,4500,2009-11-13,39455,Q4 2009,0,0.0,54
69582,93355,60,Completed,0.2573,3.0,D,6.0,Home Improvement,Employed,NH,Professional,True,0.0,12083.333333,0.0,7500,2012-10-05,75842,Q4 2012,0,0.0,29
69586,93360,36,Completed,0.1029,6.0,A,8.0,Home Improvement,Employed,VA,Retail Management,False,7.0,4333.333333,4.0,2000,2011-08-09,52040,Q3 2011,0,0.0,40
69596,93374,36,Completed,0.2399,3.0,D,4.0,Debt Consolidation,Self-employed,NC,Other,True,0.0,5000.0,1.0,15000,2011-07-29,51903,Q3 2011,0,1.0,72
69597,93375,36,Completed,0.2599,3.0,D,6.0,Debt Consolidation,Employed,CA,Other,False,0.0,2000.0,0.0,7000,2011-03-15,47717,Q1 2011,0,0.0,106
69600,93378,60,Defaulted,0.1845,5.0,B,6.0,Debt Consolidation,Employed,KY,Teacher,False,28.0,4333.333333,1.0,5000,2012-04-10,63356,Q2 2012,0,2.0,14
69607,93390,36,Completed,0.2159,4.0,C,3.0,Other,Employed,LA,Biologist,False,1.0,2500.0,1.0,2000,2013-09-04,100281,Q3 2013,0,0.0,4
69614,93398,60,Defaulted,0.2632,3.0,D,2.0,Business,Self-employed,OH,Other,False,6.0,3916.666667,1.0,15000,2012-09-19,74605,Q3 2012,0,1.0,134
69616,93400,36,Defaulted,0.3199,1.0,HR,3.0,Debt Consolidation,Employed,TX,Teacher,True,4.0,4166.666667,0.0,3000,2011-06-20,50331,Q2 2011,0,1.0,18
69617,93401,36,Completed,0.1764,5.0,B,9.0,Other,Employed,NJ,Truck Driver,False,11.0,5125.0,0.0,8500,2011-11-17,56258,Q4 2011,0,1.0,5
69625,93411,36,Defaulted,0.2786,2.0,E,3.0,Other,Employed,MA,Other,True,0.0,3163.833333,3.0,2000,2013-07-12,95719,Q3 2013,0,0.0,16
69629,93415,60,Defaulted,0.2489,4.0,C,7.0,Debt Consolidation,Employed,FL,Professional,True,0.0,7916.666667,0.0,5500,2012-07-24,70833,Q3 2012,0,0.0,116
69632,93419,36,Completed,0.1999,4.0,C,6.0,Debt Consolidation,Employed,FL,Professional,True,0.0,3916.666667,0.0,12000,2011-01-25,46677,Q1 2011,0,0.0,176
69633,93422,60,Completed,0.287,3.0,D,5.0,Debt Consolidation,Employed,TN,Engineer - Mechanical,True,0.0,8333.333333,0.0,15000,2012-04-12,63558,Q2 2012,0,0.0,80
69635,93424,36,Completed,0.3177,1.0,HR,2.0,Business,Self-employed,CA,Other,False,17.0,2416.666667,0.0,4000,2012-01-25,59375,Q1 2012,0,2.0,8
69642,93432,36,Completed,0.3199,1.0,HR,2.0,Debt Consolidation,Self-employed,WA,Other,True,0.0,4416.666667,0.0,4000,2011-09-16,53369,Q3 2011,0,0.0,4
69644,93434,36,Completed,0.3199,2.0,E,4.0,Debt Consolidation,Employed,OH,Food Service Management,False,0.0,2900.0,0.0,2000,2011-07-26,51618,Q3 2011,0,0.0,1
69651,93442,36,Completed,0.2999,2.0,E,3.0,Home Improvement,Self-employed,MI,Other,False,0.0,3000.0,1.0,3000,2012-06-19,68117,Q2 2012,0,0.0,10
69654,93447,36,Defaulted,0.2599,3.0,D,7.0,Home Improvement,Employed,CA,Accountant/CPA,False,0.0,9083.333333,0.0,7500,2011-03-30,48194,Q1 2011,0,0.0,15
69657,93450,36,Completed,0.2205,4.0,C,4.0,Debt Consolidation,Employed,CA,Clerical,False,5.0,2750.0,2.0,15000,2011-10-20,54697,Q4 2011,0,0.0,39
69662,93455,36,Completed,0.3125,1.0,HR,1.0,Other,Employed,NY,Other,False,4.0,4333.333333,1.0,3000,2011-10-12,54390,Q4 2011,0,1.0,73
69666,93461,36,Defaulted,0.2725,3.0,D,7.0,Debt Consolidation,Employed,MO,Sales - Commission,True,0.0,2500.0,0.0,7500,2010-06-09,42869,Q2 2010,0,0.0,208
69667,93462,36,Completed,0.0854,7.0,AA,10.0,Business,Employed,TX,Executive,True,0.0,30000.0,0.0,25000,2011-10-26,54891,Q4 2011,0,0.0,572
69668,93468,36,Defaulted,0.3177,1.0,HR,1.0,Debt Consolidation,Employed,CA,Professional,True,4.0,12500.0,1.0,4000,2013-01-03,80067,Q1 2013,0,0.0,59
69674,93475,36,Completed,0.201,4.0,C,9.0,Other,Employed,MA,Other,False,0.0,4166.666667,0.0,3500,2009-11-23,39578,Q4 2009,0,0.0,129
69676,93480,12,Completed,0.0499,7.0,AA,10.0,Debt Consolidation,Employed,FL,Other,True,0.0,5833.333333,1.0,5000,2011-03-09,47614,Q1 2011,0,0.0,21
69677,93481,60,Defaulted,0.2499,3.0,D,5.0,Debt Consolidation,Employed,ID,Military Enlisted,True,0.0,5833.333333,2.0,12500,2011-05-27,49910,Q2 2011,0,0.0,79
69678,93482,36,Defaulted,0.3177,1.0,HR,4.0,Other,Other,NY,Other,False,0.0,1233.333333,0.0,2000,2012-11-27,78108,Q4 2012,0,1.0,23
69681,93485,36,Completed,0.1249,6.0,A,5.0,Debt Consolidation,Employed,NJ,Civil Service,True,0.0,4083.333333,0.0,8500,2013-07-17,96082,Q3 2013,0,0.0,1
69685,93489,36,Completed,0.1029,6.0,A,8.0,Other,Employed,PA,Teacher,False,1.0,5750.0,2.0,10000,2011-05-25,49778,Q2 2011,0,0.0,75
69687,93491,36,Completed,0.1035,6.0,A,9.0,Debt Consolidation,Employed,IL,Other,False,0.0,4166.666667,1.0,6500,2009-09-18,38536,Q3 2009,0,0.0,263
69692,93497,36,Completed,0.3177,1.0,HR,3.0,Other,Employed,MD,Civil Service,True,0.0,9450.833333,0.0,4000,2012-06-07,67505,Q2 2012,0,0.0,3
69694,93500,36,Defaulted,0.2599,3.0,D,6.0,Other,Not employed,FL,Other,False,0.0,0.0,0.0,10000,2011-10-27,55032,Q4 2011,0,0.0,48
69697,93505,36,Completed,0.0829,6.0,A,9.0,Other,Employed,CO,Other,False,0.0,4666.666667,1.0,8400,2011-04-25,48741,Q2 2011,0,0.0,142
69699,93508,36,Defaulted,0.274,3.0,D,7.0,Debt Consolidation,Retired,WA,Other,False,0.0,2833.333333,1.0,5500,2010-01-19,40434,Q1 2010,0,0.0,237
69701,93511,36,Completed,0.1799,5.0,B,8.0,Debt Consolidation,Employed,OR,Professional,False,0.0,4050.0,0.0,15000,2011-08-11,52174,Q3 2011,0,0.0,30
69714,93530,36,Defaulted,0.2148,4.0,C,7.0,Debt Consolidation,Employed,RI,Sales - Retail,True,1.0,4166.666667,0.0,15000,2012-06-20,68236,Q2 2012,0,1.0,166
69717,93533,36,Defaulted,0.3125,1.0,HR,1.0,Debt Consolidation,Self-employed,TX,Other,True,0.0,8666.666667,2.0,4000,2011-10-11,54228,Q4 2011,0,0.0,89
69718,93535,60,Defaulted,0.2085,5.0,B,8.0,Debt Consolidation,Employed,GA,Other,True,0.0,4750.0,0.0,13000,2012-04-24,64179,Q2 2012,0,0.0,201
69726,93545,36,Completed,0.199,4.0,C,9.0,Other,Employed,PA,Computer Programmer,False,6.0,7500.0,0.0,5000,2010-02-25,41017,Q1 2010,0,0.0,127
69733,93554,36,Defaulted,0.093,7.0,AA,9.0,Business,Employed,WI,Professional,False,0.0,5525.0,1.0,12000,2010-06-25,43163,Q2 2010,0,0.0,349
69737,93561,36,Completed,0.2899,2.0,E,5.0,Other,Employed,GA,Sales - Commission,False,0.0,2916.666667,1.0,5500,2011-03-04,47544,Q1 2011,0,2.0,94
69739,93565,36,Completed,0.3177,1.0,HR,4.0,Business,Self-employed,MN,Investor,False,0.0,2916.666667,0.0,4000,2012-06-06,67379,Q2 2012,0,0.0,13
69740,93566,36,Defaulted,0.1585,4.0,C,6.0,Other,Employed,NY,Nurse (RN),False,0.0,5666.666667,0.0,4000,2013-12-26,122838,Q4 2013,0,0.0,1
69743,93570,36,Completed,0.104,6.0,A,9.0,Business,Employed,NJ,Professional,True,4.0,7083.333333,0.0,10000,2011-05-19,49535,Q2 2011,0,3.0,143
69746,93573,60,Completed,0.2489,3.0,D,6.0,Debt Consolidation,Employed,CA,Other,True,16.0,5833.333333,0.0,15000,2013-01-08,81230,Q1 2013,0,0.0,209
69748,93575,36,Completed,0.19,4.0,C,8.0,Other,Employed,TX,Other,True,14.0,2500.0,0.0,1000,2010-01-05,40284,Q1 2010,0,0.0,63
69749,93576,36,Completed,0.3177,1.0,HR,4.0,Business,Employed,CA,Waiter/Waitress,False,6.0,1833.333333,0.0,4000,2012-07-10,69466,Q3 2012,0,0.0,46
69753,93582,36,Defaulted,0.35,1.0,HR,2.0,Debt Consolidation,Employed,CA,Other,False,0.0,3166.666667,1.0,2800,2009-10-16,38960,Q4 2009,0,0.0,29
69756,93585,60,Defaulted,0.2736,3.0,D,2.0,Other,Employed,NC,Skilled Labor,False,0.0,2083.333333,0.0,2000,2013-09-05,101152,Q3 2013,0,0.0,1
69758,93587,60,Defaulted,0.2997,3.0,D,5.0,Debt Consolidation,Self-employed,MA,Other,False,0.0,2916.666667,0.0,8000,2012-02-10,60226,Q1 2012,0,0.0,1
69763,93594,36,Completed,0.209,4.0,C,9.0,Debt Consolidation,Employed,FL,Computer Programmer,False,0.0,4000.0,0.0,7500,2009-12-31,40268,Q4 2009,0,0.0,376
69771,93603,36,Defaulted,0.2049,4.0,C,7.0,Other,Employed,IL,Waiter/Waitress,False,0.0,1541.666667,0.0,9500,2012-02-22,60879,Q1 2012,0,0.0,53
69776,93610,36,Completed,0.1414,5.0,B,6.0,Debt Consolidation,Other,PA,Other,False,3.0,1554.25,1.0,3000,2013-03-05,85904,Q1 2013,0,0.0,46
69777,93611,36,Completed,0.3108,2.0,E,4.0,Auto,Employed,CA,Police Officer/Correction Officer,False,37.0,7500.0,0.0,4000,2011-12-09,57290,Q4 2011,0,4.0,4
69778,93612,36,Completed,0.2148,4.0,C,7.0,Debt Consolidation,Employed,FL,Accountant/CPA,False,0.0,6000.0,0.0,4000,2012-04-17,63720,Q2 2012,0,0.0,39
69779,93613,36,Completed,0.2049,4.0,C,6.0,Business,Employed,MA,Executive,True,0.0,5833.333333,0.0,15000,2012-01-30,59623,Q1 2012,0,0.0,16
69783,93618,36,Completed,0.197,4.0,C,3.0,Debt Consolidation,Employed,SC,Other,True,0.0,8333.333333,0.0,8500,2013-12-23,122319,Q4 2013,0,0.0,1
69787,93623,36,Completed,0.12,6.0,A,10.0,Debt Consolidation,Employed,IL,Professional,True,0.0,2916.666667,0.0,2000,2010-05-19,42550,Q2 2010,0,0.0,64
69792,93628,36,Completed,0.3177,1.0,HR,4.0,Other,Employed,LA,Construction,False,0.0,2050.0,0.0,2000,2011-12-13,57408,Q4 2011,0,1.0,32
69793,93629,60,Defaulted,0.3304,2.0,E,2.0,Debt Consolidation,Employed,TX,Other,True,0.0,3728.25,2.0,3000,2012-07-03,69181,Q3 2012,0,0.0,43
69796,93632,12,Completed,0.2399,3.0,D,6.0,Debt Consolidation,Employed,OR,Other,True,12.0,5000.0,0.0,2000,2011-04-29,49032,Q2 2011,0,0.0,28
69799,93635,36,Completed,0.3177,1.0,HR,5.0,Business,Employed,LA,Computer Programmer,False,0.0,4583.333333,0.0,3000,2012-12-18,79378,Q4 2012,0,1.0,29
69800,93636,36,Defaulted,0.3127,1.0,HR,2.0,Business,Self-employed,MO,Other,True,0.0,4583.333333,0.0,4000,2012-01-09,58542,Q1 2012,0,2.0,4
69802,93638,36,Completed,0.2255,4.0,C,8.0,Debt Consolidation,Employed,NC,Administrative Assistant,False,0.0,3333.333333,1.0,5000,2010-07-13,43465,Q3 2010,0,0.0,129
69812,93651,36,Completed,0.1774,4.0,C,8.0,Other,Employed,OH,Doctor,False,1.0,4029.416667,0.0,5000,2012-11-14,77631,Q4 2012,0,0.0,63
69813,93652,36,Completed,0.3199,1.0,HR,1.0,Auto,Employed,MO,Military Enlisted,True,0.0,5416.666667,0.0,3200,2011-06-23,50478,Q2 2011,0,0.0,34
69817,93658,36,Completed,0.199,4.0,C,10.0,Home Improvement,Employed,IL,Accountant/CPA,True,2.0,6250.0,0.0,3000,2010-04-13,41824,Q2 2010,0,0.0,85
69820,93662,36,Completed,0.1599,5.0,B,8.0,Debt Consolidation,Employed,OH,Professional,True,1.0,8833.333333,0.0,15000,2011-07-22,51440,Q3 2011,0,1.0,245
69827,93671,36,Completed,0.08,7.0,AA,10.0,Other,Employed,NY,Other,False,0.0,5075.0,0.0,6000,2010-11-09,45222,Q4 2010,0,0.0,126
69829,93673,36,Defaulted,0.3149,2.0,E,5.0,Debt Consolidation,Employed,VT,Clergy,False,42.0,2962.25,0.0,5000,2011-10-28,55128,Q4 2011,0,4.0,10
69830,93674,36,Completed,0.3199,2.0,E,4.0,Auto,Retired,CA,Other,False,0.0,845.0,0.0,2000,2011-05-17,49407,Q2 2011,0,0.0,22
69832,93677,36,Completed,0.322,2.0,E,5.0,Debt Consolidation,Employed,FL,Computer Programmer,True,0.0,8166.666667,0.0,7500,2011-01-10,46486,Q1 2011,0,1.0,139
69834,93683,36,Completed,0.0899,6.0,A,9.0,Auto,Employed,IL,Accountant/CPA,False,0.0,5000.0,3.0,2000,2012-03-21,62299,Q1 2012,0,0.0,33
69835,93685,36,Defaulted,0.1774,4.0,C,4.0,Debt Consolidation,Self-employed,MA,Other,False,0.0,2333.333333,0.0,4000,2013-05-24,91381,Q2 2013,0,0.0,11
69838,93689,12,Completed,0.1,5.0,B,8.0,Other,Employed,CA,Sales - Retail,True,0.0,5897.5,0.0,2000,2012-01-24,59355,Q1 2012,0,1.0,41
69839,93691,36,Completed,0.3435,2.0,E,5.0,Other,Employed,IL,Sales - Commission,True,12.0,4166.666667,0.0,3000,2010-11-08,45201,Q4 2010,0,0.0,64
69841,93693,36,Completed,0.2287,3.0,D,6.0,Debt Consolidation,Employed,MD,Accountant/CPA,False,15.0,2916.666667,1.0,5000,2012-04-12,63466,Q2 2012,0,0.0,15
69844,93697,36,Defaulted,0.35,2.0,E,7.0,Debt Consolidation,Employed,IL,Professional,False,3.0,6500.0,2.0,4000,2010-01-28,40623,Q1 2010,2,0.0,39
69845,93698,36,Completed,0.1949,4.0,C,6.0,Debt Consolidation,Employed,NC,Tradesman - Electrician,True,0.0,3833.333333,0.0,12000,2011-02-25,47393,Q1 2011,0,0.0,273
69848,93701,36,Completed,0.083,7.0,AA,9.0,Debt Consolidation,Employed,IL,Other,False,0.0,5083.333333,0.0,6000,2010-06-18,43037,Q2 2010,0,0.0,202
69854,93711,60,Completed,0.149,6.0,A,9.0,Business,Employed,OH,Computer Programmer,True,0.0,6391.666667,0.0,15500,2011-07-21,51381,Q3 2011,0,3.0,218
69858,93716,36,Completed,0.1499,5.0,B,8.0,Home Improvement,Employed,OH,Computer Programmer,True,0.0,7708.333333,0.0,4200,2011-05-09,49202,Q2 2011,0,1.0,80
69872,93739,36,Completed,0.35,1.0,HR,1.0,Other,Employed,OR,Waiter/Waitress,True,19.0,3000.0,1.0,1800,2010-12-20,45965,Q4 2010,0,6.0,40
69873,93741,36,Completed,0.3006,2.0,E,3.0,Other,Employed,WI,Accountant/CPA,True,6.0,4583.333333,0.0,2500,2013-03-13,86327,Q1 2013,0,0.0,22
69875,93743,36,Completed,0.23,3.0,D,8.0,Other,Employed,MN,Other,False,15.0,6958.333333,0.0,1500,2010-01-15,40419,Q1 2010,0,0.0,72
69876,93744,36,Completed,0.1679,5.0,B,8.0,Debt Consolidation,Employed,CA,Fireman,True,0.0,13333.333333,0.0,25000,2012-09-24,74908,Q3 2012,0,0.0,221
69882,93751,36,Completed,0.104,6.0,A,10.0,Other,Employed,IL,Truck Driver,True,0.0,3000.0,0.0,2000,2009-11-17,39515,Q4 2009,0,0.0,62
69888,93763,36,Completed,0.1399,5.0,B,5.0,Debt Consolidation,Employed,TX,Laborer,True,1.0,6666.666667,0.0,15000,2013-09-26,103127,Q3 2013,0,0.0,177
69890,93766,36,Completed,0.1679,5.0,B,8.0,Debt Consolidation,Employed,TX,Professor,False,0.0,7500.0,0.0,25000,2012-08-15,72051,Q3 2012,0,0.0,130
69898,93777,60,Completed,0.1695,4.0,C,6.0,Home Improvement,Employed,FL,Professional,True,1.0,10000.0,0.0,14000,2013-11-13,109974,Q4 2013,0,0.0,1
69899,93778,36,Completed,0.1299,6.0,A,8.0,Other,Employed,CA,Food Service,False,0.0,3250.0,2.0,2500,2013-09-17,101645,Q3 2013,0,0.0,1
69901,93780,36,Completed,0.2599,3.0,D,6.0,Home Improvement,Employed,CO,Executive,True,0.0,8333.333333,0.0,7000,2011-04-19,48572,Q2 2011,0,0.0,61
69902,93781,36,Completed,0.3177,1.0,HR,5.0,Debt Consolidation,Employed,TX,Civil Service,True,0.0,9110.833333,0.0,4000,2012-07-30,71575,Q3 2012,0,0.0,7
69903,93782,36,Defaulted,0.2599,3.0,D,7.0,Debt Consolidation,Employed,CA,Administrative Assistant,False,0.0,4000.0,0.0,4000,2011-04-06,48313,Q2 2011,0,2.0,43
69904,93784,36,Completed,0.0829,6.0,A,8.0,Debt Consolidation,Employed,GA,Engineer - Mechanical,False,0.0,4250.0,3.0,13100,2011-05-23,49551,Q2 2011,0,0.0,296
69908,93789,36,Completed,0.2088,5.0,B,8.0,Business,Employed,OH,Professional,True,1.0,12250.0,1.0,10000,2010-02-11,40809,Q1 2010,0,0.0,241
69909,93790,36,Completed,0.2399,3.0,D,2.0,Debt Consolidation,Employed,NC,Analyst,True,2.0,3750.0,1.0,2000,2011-08-08,51992,Q3 2011,0,2.0,37
69911,93792,60,Defaulted,0.2039,5.0,B,8.0,Debt Consolidation,Employed,MN,Retail Management,False,0.0,2975.0,0.0,25000,2012-08-31,73329,Q3 2012,0,0.0,41
69912,93793,36,Completed,0.21,5.0,B,8.0,Other,Not employed,CA,Other,False,0.0,0.0,0.0,4000,2010-03-02,41095,Q1 2010,0,0.0,61
69914,93796,36,Defaulted,0.3177,1.0,HR,3.0,Other,Other,TN,Other,False,5.0,1254.0,0.0,2000,2012-03-27,62685,Q1 2012,0,0.0,45
69917,93800,36,Completed,0.1599,5.0,B,8.0,Other,Employed,IL,Engineer - Electrical,False,3.0,4753.416667,0.0,15000,2011-06-30,50572,Q2 2011,0,0.0,222
69918,93801,60,Defaulted,0.2139,4.0,C,6.0,Other,Employed,OH,Sales - Commission,False,7.0,9458.333333,0.0,5000,2013-02-22,85586,Q1 2013,0,1.0,74
69922,93805,36,Completed,0.19,3.0,D,8.0,Other,Employed,GA,Analyst,False,0.0,5333.333333,1.0,3000,2010-11-01,45094,Q4 2010,0,0.0,107
69924,93811,36,Completed,0.1106,6.0,A,9.0,Debt Consolidation,Employed,CA,Professional,False,0.0,3583.333333,0.0,1600,2010-08-09,43846,Q3 2010,0,0.0,75
69930,93817,36,Completed,0.092,6.0,A,9.0,Debt Consolidation,Employed,NY,Accountant/CPA,False,0.0,6250.0,0.0,5000,2010-04-21,41910,Q2 2010,1,0.0,175
69932,93819,36,Completed,0.2625,3.0,D,8.0,Debt Consolidation,Employed,MD,Clerical,False,1.0,3291.666667,0.0,2100,2010-02-23,40957,Q1 2010,0,1.0,96
69935,93822,36,Defaulted,0.2561,3.0,D,7.0,Other,Employed,VA,Administrative Assistant,True,12.0,3250.0,0.0,10000,2011-11-29,56713,Q4 2011,0,2.0,6
69936,93823,36,Completed,0.1626,5.0,B,8.0,Debt Consolidation,Employed,NJ,Other,False,0.0,10000.0,0.0,15000,2012-07-19,70786,Q3 2012,0,1.0,228
69937,93824,36,Completed,0.3177,1.0,HR,4.0,Other,Employed,CA,Skilled Labor,True,0.0,4583.333333,0.0,2000,2012-10-22,76362,Q4 2012,0,1.0,22
69939,93826,60,Completed,0.1845,5.0,B,7.0,Business,Self-employed,NY,Investor,False,0.0,3583.333333,1.0,15000,2012-01-27,59509,Q1 2012,0,0.0,63
69940,93827,36,Completed,0.097,6.0,A,9.0,Other,Employed,WA,Other,False,0.0,2083.333333,0.0,2578,2009-10-21,39010,Q4 2009,0,0.0,163
69943,93831,60,Defaulted,0.261,3.0,D,4.0,Home Improvement,Employed,NC,Professional,False,2.0,3750.0,1.0,12500,2012-06-29,68772,Q2 2012,0,0.0,21
69947,93838,36,Completed,0.34,1.0,HR,6.0,Debt Consolidation,Employed,VA,Other,False,0.0,4333.333333,0.0,2000,2010-10-05,44667,Q4 2010,0,0.0,103
69950,93843,36,Defaulted,0.2049,4.0,C,7.0,Debt Consolidation,Employed,FL,Scientist,False,6.0,4291.666667,0.0,7000,2012-03-20,62253,Q1 2012,0,4.0,119
69951,93845,36,Completed,0.071,7.0,AA,10.0,Business,Self-employed,VT,Food Service,True,0.0,1666.666667,0.0,1000,2010-04-30,42108,Q2 2010,0,0.0,47
69952,93846,12,Completed,0.1863,3.0,D,1.0,Business,Self-employed,CA,Professional,True,0.0,10416.666667,1.0,15000,2012-09-12,73797,Q3 2012,0,0.0,172
69956,93851,36,Completed,0.0596,7.0,AA,10.0,Debt Consolidation,Employed,FL,Professional,True,0.0,2750.0,0.0,1400,2010-01-29,40683,Q1 2010,0,0.0,80
69958,93853,36,Completed,0.1485,5.0,B,9.0,Debt Consolidation,Employed,IL,Administrative Assistant,True,6.0,3166.666667,0.0,10000,2013-09-30,103619,Q3 2013,0,8.0,1
69962,93859,60,Completed,0.2969,2.0,E,2.0,Debt Consolidation,Employed,PA,Medical Technician,False,0.0,2500.0,0.0,4000,2013-05-07,89903,Q2 2013,0,0.0,1
69967,93865,36,Completed,0.2148,4.0,C,7.0,Debt Consolidation,Employed,WA,Sales - Commission,True,0.0,5416.666667,0.0,15000,2012-06-19,68108,Q2 2012,0,0.0,184
69969,93867,36,Defaulted,0.0974,6.0,A,8.0,Other,Employed,TX,Other,True,0.0,10666.666667,0.0,25000,2012-09-28,75545,Q3 2012,0,3.0,445
